Comments,sentiment_label,sentiment_score,sentiment_numeric
"Here's the thing: currently, there is no reason to get this over the 7 times less expensive Quest 3. The Quest can do anything that the AVP can do and most times even better. One exception is passthrough since the AVP has better passthrough, but that's not going to be enough to even get marketshare. The video states that Apple is trying to become the default platform but fails to mention that Meta/Oculus has already become the default platform. Today, anything made for VR or AR is available on the Meta/Oculus store and most VR/AR products are designed around these headsets.

In it's current state, the only thing that could make the AVP competitive with other products is the fame effect that Apple products seem to have. But I personally don't think it's going to be enough to make it the ""default platform"". I believe it's going to end up like the Mac did, it's gonna become competitive but nowhere near the most popular option. Of course, I could be wrong but only time can tell.",Positive,0.6026463509,1
Hey! Will i ever be able to buy one of these Apple Vision Pro?,Neutral,0.9893759489,0
Honestly I agree with Leo Laporte from TWIT. This is Apple’s new Newton. It won’t be a success but from the tech they develop with it and feedback they get eventually it will eventually develop into a revolutionary device like the iPhone did from the Newton.,Neutral,0.6559707522,0
Honestly I think the Vision pro should have a zoom feature so that you can see objects far away clearer,Neutral,0.7974268794,0
Honestly pokemon go on the vision pro would be insane i’d buy the thing JUST to play it,Negative,0.6395862103,-1
Honestly was waiting for a video on Vision Pro from you for a long time,Neutral,0.9757314324,0
How Apple Plans to Turn the Vision Pro Into a Multiproduct Business And Renewed AR Glasses Plans,Neutral,0.5773071647,0
How did you get it? You live in the UK. Vision pro us only.,Positive,0.632288754,1
"How did you get the Vision Pro, it’s not out over here yet",Neutral,0.9809278846,0
"How do you use this if you wear glasses? It doesn't look like there's room for them, and can it read eye movements or whatever it does with them on?",Neutral,0.7890209556,0
How does this work for someone with vision in only 1 eye or other visual problems?,Neutral,0.9653351307,0
How long before we can block others from our visuels and surroundings ;),Neutral,0.7711481452,0
how long can u wear this 600g device? and will it ruin your eyesight?,Neutral,0.5628183484,0
I absolutely hate the very concept of the Vision Pro. I think it is ridiculous and not needed in the least. But this review? It has made me think about it a bit more. You’re good.,Negative,0.9813835025,-1
"I am currently outside of the US, so im not really available to try this in person. But when i can it will damn well be a very exciting experience, the videos of watched on this product make it look like a product straight out of a sci-fi movie!",Positive,0.6511822343,1
"I am not sure if you missed it @mrwhosetheboss, but the vision pro does come with an additional strap designed to take some weight off the front portion of the headset as seen in MKBHD's unboxing and review videos!",Neutral,0.874717474,0
"I am soooo glad that I don’t think like the way this guy does with my Vision Pro and NEVER EVER WILL THINK LIKE HIM. I plan to keep loving my AVP because it’s soooo easy for me to achieve that…. The charming clever way that you talk doesn’t fool me .  Sorry, I’m just too smart for that kind of crap…. Have a good day.",Neutral,0.9480426908,0
I am waiting for the Apple eye implants.,Neutral,0.8092106581,0
i am watching this on my vision pro lol,Neutral,0.869397521,0
I am wondering how good this thing is for your eyes ( long term ). Especially for kids.  I mean focussing your eyes on a picture in such a close distance is really unnatural.,Positive,0.5414831638,1
I can see a lot of industries using this to study or redesign in seconds. Simulators must look insane,Positive,0.8242791891,1
"I can see this having great potential in education ~ our school has a number of students who are isolated (literally and metaphorically) and possibly the way to create the classroom imagined in ready player one (book, not the movie)… be in the same virtual classroom no matter where you live…",Positive,0.9129036069,1
"I can't accept that a $3,500 headset capable of AR/VR features, has no method of sharing your 'space' with another person with a headset in the same location you are, or like, even creating virtual meetings rooms.",Neutral,0.8442511559,0
I can't wait to get my vision pro in September!,Positive,0.9843879938,1
I cant wait to see multimodal ai like the 4o working on this fully optimized.,Neutral,0.7215700746,0
"I completely agree with the loneliness part. It will most definitely be the single biggest issue with the AVP because we humans are social creatures, we are meant to share our knowledge, our ideas, our happy and sad moments. This could be through reels or memes or let alone anything and phones let you do that simply through passing it and seeing the other persons facial expressions on what they thought of what you showed it to them. This is completely eliminated by the AVP and thats a huge issue. Hopefully apple does something abt it.",Negative,0.8583794236,-1
"I could see using it on long flights and in bed instead of watching a monitor from across the room. It has a valid use case on Day 1, which I'm surprised to admit. I want to be skeptical of it, but I think this will actually succeed. This is the ""iPhone 3"" of VR though, it won't reach mass appeal until it's smaller and more fashionable. We need the 4S of AR/VR - stylish sunglasses that don't even look like a device.",Positive,0.8941257,1
"I demoed it today at the Apple Store and I haven’t been able to take it off my mind. The possibilities and places this technology will take us is beyond our wildest dreams. I may not purchase this model but definitely a model in the future. The immersion is UNREAL!!!

If the technology is perfected this gadget will replace at home the following: 

- TV 
- Cinema Projector
- Video Game Console
- Computer (MacBook, iMac etc)
- Visual/Audio immersion entertainment hub (watching concerts or sports like you’re actually there, visit countries or places etc)
- Training device 



I am not planning on using it as “on the go” device but mostly at home or when I am sitting somewhere to do work or check things. Definitely not planning to walk around with that thing on 😂",Positive,0.8836824894,1
I did the demo in store. It’s super cool but I found the headset uncomfortable. Media is def the strong point. And especially the 3d. And sports. Omg the demo they did of that was amazing,Positive,0.9705161452,1
"I didn't know about the hand thing not being a V/R user, but thats huge, the windows on the other headsets don't look convincing but the VP cast shadows and cuts out your hands so it interacts with your environment. I don't think Apple put this out thinking it's going to be their next hot product. They wanted to get the framework of it out to devs so that in a few years from now, they can put out a smaller, lighter, cheaper version that normal people can afford, then they will have years of users data and feedback plus a huge library of apps. This was just to get it out into. the wild and then forget about till till they put out the consumer version, then they will sell it as the next big thing because it's been refined and more people are used to seeing it and hearing about it.",Neutral,0.4748635888,0
i didn't watch any other Apple Vision Pro videos because i was waiting for yours. finally 🔥🔥🔥,Positive,0.8223512173,1
I don’t think it is good for everyday use but could be useful second generation,Neutral,0.4591806531,0
"I don’t think you’re gonna read this, but this is also the only modular headset you can change the battery, or you can change the head straps, because the head straps are actually plugged into a USB for connection and or thunderbolt",Neutral,0.8263558745,0
I dont understand why people stare strangely or comment nastily for him wearing the apple vision. They are so unaware that this tech exist?,Neutral,0.7323963046,0
I feel like the vision pro is so expensive so people think that its worth way more than it really is so when they make it cheaper people will try to buy it.,Negative,0.9824140072,-1
I feel that 2034 they will made Apple Vision Lens,Neutral,0.5513906479,0
I find it funny that everyone talking about the vision pro they pick an easy target like the meta quest 3 that is like someone comparing the Nintendo switch against a custom built pc. The quest 3 and vision pro aren't even in the same price category and aren't doing the same thing the quest 3 is more for gaming while the vision pro is like most Apple products where Apple is telling people what they want,Neutral,0.8297541738,0
"I got to use this at the Apple Store in a 30 min demo. It is as incredible as you describe and way beyond any VR headset I’ve used. However, it’s way too heavy and bulky for me to ever want to use on a daily basis. It’s also ridiculously over priced",Positive,0.8528842926,1
I guess this is only for developers before the main push for mainstream AR wearables starts,Neutral,0.9478138089,0
"I had one for a brief stint and I thought it was immersive and amazing but it was limited.  I also have that dystopian feeling where I knew that this was so good and all that is missing is the apps... and that I could probably waste hours in that thing.... serious hours.  If there was a good MMORPG game world I would want to live there.  This is really addictive.  Furthermore... add social credit score or just simple in game purchase boundaries and you could be seduced into behaving, complying, and spending lots of money.  It is very seductive and it is the future.  It is dangerous... that is... lots of people will be seduced in using this virtual portal for hours and hours and it is much better than drugs, real life.  Hook up some joy toys and haptics and you are gonna own people.  We are so close to this...even without having the other 3 senses.  

The main problem for me is that it does not have anything that is constructive or useful in it.   If I could have multiple virtualized desktops.... I probably would be trapped in that thing.  That is I would have all my work just a head tilt and double tap away I would just sit there immersed in my day to day for hours upon hours.  The movies and games do not satisfy me. They are junk food.... but give me the tools to work in that environment and my wife may never hear from me again.",Positive,0.4663146138,1
"I have a question. Assuming you aren't broke after you buy one of these, and you manage to buy a replacement battery as well, will the Vision Pro store at least some sort of power so that it doesn't shut down and restart when you switch batteries?",Neutral,0.9596201777,0
"I have been watching your channel for a while and keep up the good work.
When it comes to this compare it to the Microsoft Hololens which has been around for the last 10 years.
In my opinion it is made for the same purpose the difference is that it is ""Apple"" and about 1000eur more expensive.
If I am wrong tell me how.
Kind Regards",Neutral,0.4110356271,0
i have intermittent esotropia on my eyes. They don't align and Apple Visioj doesn't work on them.,Negative,0.9963455796,-1
"I have one biggest concern bout spatial awareness. I noticed in recent generations of humans is that spatial awareness is very low, especially when tech is involved. How would apple address this? Would it be like “Apple is not responsible for you involved in accident due to low peripheral vision and attention OR would it evolve into oncoming object tracking and alert system?”",Negative,0.7290068865,-1
"I have one eye, how does it work with one eyed person?",Neutral,0.985882163,0
I have to say the Vision Pro has gotten a lot more hype than I expected.,Neutral,0.7858842611,0
I haven't seen the whole video yet(Personally I'm not even interested in the Vision Pro) but I came across a video of someone who have blindless(Not like completely but like how you can only see very little) using this and actually having proper vision from this is very cool,Negative,0.4829535186,-1
"I heard apple is working on some activity ring. What if, they use that ring for input and output, like when you pinch (select) something on vision pro, ring vibrates to give you a sense of feedback (like iphone 7 home button, or trackpad click)",Neutral,0.9441125393,0
"I honestly believe that this headset will be a pair of eyeglasses one day. Telephones were HUGE back then, but look at them now.",Neutral,0.856416285,0
"I honestly never thought the Apple vision pro would be this ""revolutionary device""...",Neutral,0.779666841,0
"I hope the second gen vision pro is opened up to more usage types and gets SOME kind of good controllers
this seems like the perfect standalone headset for gaming

oh, and also, external rendering support. Driving it from an MBP or a good gaming PC

would be amazing. 

And being able to disable hand occlusion if you are using controllers (or partially disable it, depending on what you are doing or want to do)
And yes most of these things can be done with software updates. But vision pro controllers would be a good idea. Perhaps glove controllers with touch surfaces on them?",Positive,0.5808693171,1
"I like how dead the media is about apple vision is right now, when it came out it was posted everywhere now no one talking about it",Neutral,0.9232524633,0
I mean u don’t need a tv anymore when u have a Vision Pro … unless u have friends,Positive,0.9793844223,1
"I own the Apple Vision Pro, and I've been deeply immersed in VR for years. While it's an impressive headset, I find myself gravitating towards my Quest 3 more, especially for gaming. If I'm in the mood for high-end PCVR, such as SIm racing or Sim Flights, I lean towards my Varjo XR4 Focal Edition. The issue with the Apple Vision Pro, in my opinion, is that it falls short in certain aspects. It introduces some cool features but doesn't excel to the extent that would make me prioritize it over my other headsets. Additionally, I'm not a huge Apple fan. The Varjo XR4 Focal Edition has somewhat spoiled me due to its superior display—far surpassing the Apple Vision Pro. However, it comes at a significantly higher cost, €12,489, making it more of a niche product for serious VR enthusiasts and businesses who can afford the investment. If you're passionate about VR and have the financial means, I would recommend considering the Varjo XR4 Focal Edition.",Positive,0.5669959188,1
I prefer to stay away from VR Tech like the Apple Vision Pro. I prefer to use what we’re accustomed to. I don’t like the idea of everything being on your face. It’s not good for you and I like to experience things in real life not in a virtual world.,Negative,0.9837585092,-1
"I really like your thoughts on Apple putting it out for developers, not consumers. Plenty of consumers are like ""how do I navigate outdoors with this on?"" whereas developers are using it for technical purposes. Nice move, Apple.",Neutral,0.4746416807,0
I remember Trevor Wallace making fun of broke people having eyes to see when he uses the Apple Vision Pro as his digital eyes 😂😂,Neutral,0.7238952518,0
I see a potential Pokemon Go comeback if they optimize it for the Vision Pro,Positive,0.6482545137,1
"I still don't really accept the idea of it being a great device for media. The thing costs $3500 while even the best TVs tend to peak at the $2000 bracket. But a real TV can be shared with other while this is only for you and you alone. Not to mention that while the displays are good, it can never compete with a real display. That's because while it's basically a 4K display, well if the image doesn't take up the full view, you have an objectively lower res video. 

In fact it's a nonstandard resolution as well so it also has more scaling issues. This is also perpetual as you getting closer or farther from the image means it needs to be constantly rescaling adding more processing. Plus the image image will always be dimmer than a real display. The lenses used to allow us to view a display so close to our eyes basically sap away the brightness so while the display may be rated at over 2000 nits from Sony, it only gives about 150-200 to your eyes. Yes it has the infinite contrast of OLED, but that's far less impactful with a far dimmer image.",Negative,0.7614887357,-1
"I still strongly feel that this is just going to be a  headset for home use. Applications for professional extended reality (like blueprints on the side of a building or mixed reality training on site) will be on something like the Holoquest 3 probably (whenever it's coming out), because it has a transparent screen with 0 lag. I also saw that XR glasses are getting far better, so those would probably be more socially acceptable, since they are much more low form factor than a bulky headset. Again, just my own opinion... But I really can't see this becoming a thing accepted by most in public spaces.",Positive,0.4862746894,1
"I think a good starter killer app is to improve on Facetime to where the avatars are full bodies that can be ""placed"" around your environment instead of viewing their heads through a floating window - i.e. sitting on your couch, bar, standing next to you, etc. That sense of presence with others could make a huge difference.",Positive,0.7317265272,1
"I think Apple wants to set a standard so that when VR is talked about, there is mention of Apple. It's like the first smartphone all over again",Positive,0.7382360697,1
I think by far the best Vision Pro Review on Youtube! Keep it up Arun!,Positive,0.7693788409,1
I think if apple makes a ring that has vibration motor and is wireless  . Which connects to the vision pro and gives the feeling of actual touching like the haptic tap of apple phones,Neutral,0.8291549683,0
I think it would be good if Apple could give you the option of pointing with your index finger and the system detects when you make that gesture and highlights what you're pointing at or a subtle cursor of some kind appears. When you making a pressing motion it selects,Neutral,0.4690501988,0
"I think the easiest way to loosen the social pressure when using it outdoors is to just add an emoji LED (facing outwards).  The vision pro can read your eye movements, you can default it to show o.o, or @_@, or ^_^.  It can emoji wink when you wink, it can emoji smile when you smile.  People just feel awkward at the disconnected feeling when someone is wearing a headet.",Positive,0.7251383662,1
"I think the primary use case for Apple Vision Pro is a person who uses multiple displays. You are no longer chained to your desk. You no longer have such difficulty in moving the cursor all the way from one display through another display to the third display. then the entertainment attributes of the Apple pro or just icing on the cake. And they are very very fine. I feel you no longer  need a 8:21 8:21  TV in any room of the house except maybe one when you’re sharing a program with someone else. I also feel that when you look at it this way, the cost of Apple Vision Pro is highly justifiable.",Positive,0.8970288038,1
"I think the ultimate goal should be this, but just in a pair of glasses. Come on battery and screen technologies, you've got your work cut out for you",Positive,0.4468369186,1
I thought the tech king wasn’t gonna post an Apple Vision Pro review. Great video!,Neutral,0.7860360146,0
"i totally agree about Apple plans for this 1st gen to last like 2 years or more  for devellopers to fugure out the best usage of it ... One thing seems obvious to me also, in order for the audience to spend more than 2K on a headset like this, Apple needs to open up the possibilities for devs , and not do what they did on IOS and Ipad OS ... Ipad OS could be boosted dramatically if we could launch 3rd party App stores , or apps from the web ... Apple needs to understand that opening their platform will serve everybody in the end, even them for sure.",Neutral,0.4678814411,0
i tried it on two flights it wont work keeps saying tracking failed,Negative,0.9096307158,-1
"I tried the headset out as a demo. The low FOV was a big dealbreaker for me. It's a cool piece of tech, but they got a lot of work to do.",Positive,0.5908505917,1
"I waited a month for this, I love the vision apple is heading to. Love your content Mrwhosetheboss.",Positive,0.9785993099,1
I want one but not sure when I'll be able to buy one probably around 2030 I'm guessing,Positive,0.5541194677,1
I was beginning to think you were gonna completely skip the vision pro😅,Negative,0.9898171425,-1
I was dying to see your review..... it felt like you didn't know apple released it,Neutral,0.5977806449,0
"i was looking on this channel for 1 month+ every single day for an apple vision pro video. finally my wait is over! great job Aron, love your videos!",Positive,0.6964165568,1
"I was talking with my mentor who specializes as an iOS/MacOS developer. We started talking about the vision pro, for obvious reasons. He straight up said the same thing, this prpduct is not necessarily intented to be purchased by the general pubilc. The high upfront cost is to cover the cost of R&D from working on this since 2011. Apple is intending this device to be made successful by the developers. They learned from the first few iterations of the iPhone, and decided to skip the akward phase of not being able to see the potential usages for the product and just admitted that they need the platform to be fully realized by external sources. They just focused on making the hardware as rock solid as possible",Neutral,0.6007683873,0
"I was waiting for your review since the product released, and man was I not disappointed! 
This is the best review I have seen about apple vision pro so far!",Neutral,0.6003497839,0
I was waiting for your video on the AVP! Love that you didn't rush it and took time with your review :D,Positive,0.956928432,1
I was with you until you got to the keyboard. It’s been a pet peeve of mine how many YouTubers leave out the ability to always use a keyboard and trackpad. You can also use your MacBook keyboard and trackpad. This omission happens OFTEN. So often I believe it’s intentional. Why else leave the viewer with the impression virtual keyboard is the only typing input available when doing work? YOU CAN ALWAYS USE A REAL KEYBOARD AND TRACKPAD FOR ANY WORK YOU DO IN THE AVP. Fixed it.,Neutral,0.3864831626,0
I was wrong when I said Apple will initially only make the Vision Pro available to Developers. But perhaps that would have been a better strategy,Neutral,0.9712930322,0
i wasnt sold untill you said pokemon go might look like the trailer. I NEED ONE NOW. for that pricetag tho i'll still wait for the next gen of apple vision. However i feel like this might replace smartphones in a far future. really far,Neutral,0.7565513849,0
"I went to an Apple store and they were being incredibly pushy for vision pro the whole time, even when I stated I am not interested in purchasing one. Very uncharacteristically of Apple.",Neutral,0.9534842968,0
I will be purchasing the 3rd iteration of this device. Looks promising but I'm not blown away. Another great video sir!!,Neutral,0.7985237837,0
I will buy 0 apple vision pros for every like,Neutral,0.9258535504,0
I will wait for Apple to perfect this headset by 2030 and then pickup my own.,Neutral,0.9827005267,0
I wish i had an apple vision pro,Positive,0.9784445167,1
"I wish they went for an open periphery design by default, like in the Quest Pro. Some users are already modding it by removing the cushion to increase the FOV, to make it feel more immersive and natural, like glasses and less like ski goggles.",Neutral,0.8257087469,0
I wonder if Apple Vision Pro will fall into the Glasshole pit of doom. It was in the end the death blow to Google Glass and did push back VR/SMart Glasses for years.,Neutral,0.9281972051,0
I would buy a 3rd or 4th generation and later of the apple vision pro,Positive,0.7658959627,1
I WOULD LOVE POKEMON GO ON THE APPLE VISON PRO,Neutral,0.6361541152,0
"I´ve Data Privacy concerns when using it with others around. Generally the Cameras and sensors are measuring the surroundings. Basically as well the faces of others and that in 3D, basically Apple gets the Facial 3D data of other persons....",Neutral,0.7194075584,0
"I’ll curious. If everyone is wearing the vision pro on the train, sitting side by side. Will the vision pro accidentally pick up the other guy hand gesture?",Neutral,0.9032121301,0
I’ll wait for the Apple Vision Pro 5 lol just like I did with the iPhone,Neutral,0.9108130336,0
I’m deaf/hard of hearing. What about deaf and hard of hearing people? They do sign language will that be able to see what they saying on FaceTime?,Neutral,0.7362132668,0
"I’m glad I wasn’t the only one who looked at the Apple Vision Pro demo at the Apple Store and felt my own eyes were better than the resolution and feel of the headset. Yes it’s pretty impressive, but what’s scary is it’s the first gen. I bet after a few generations it truly will feel like your own eyes.",Positive,0.8857249618,1
I’ve waited for a review for s long time since the Apple Vision Pro got launched,Neutral,0.9732868075,0
"I’ve watched a lot of reviews about apple vision, and I can say with this holistic and 100% realistic video, I am finally satisfied 👌🏻 it really covered all the aspects perfectly and practically",Positive,0.9405007958,1
I'd like to hear an ophtalmologist's opinion on how VR headsets will affect your eyesight.  Having LEDs shining at you from such a close distance can't be good. Not to mention your eyes will be on near-point focus for hours while wearing this.,Neutral,0.624037683,0
"If a lot of camera work is done, it would be really epic if you could change your FOV or even cooler, to zoom into objects and distant things like binoculars!!!",Positive,0.6469415426,1
If I get to 1000 subscribers I will buy someone an Apple Vision Pro,Positive,0.8936482072,1
If i Hit 500 subs ill Buy the vision pro with Proof,Positive,0.4958208203,1
If it had better cameras you could have super zoomed vision. Stinks they didn’t include that.,Neutral,0.4659500718,0
If the Apple Vision Pro was way less expensive like not as expensive as 10 oculus headsets I would probably buy it from you can’t even play any games on it so I don’t see the point of buying it,Negative,0.9371390343,-1
"If they make the vision pro (dragging battery pack)
why dont they just make it the Vision Glass (dragging the spatial computing unit + battery)",Negative,0.6900785565,-1
If this coment get 1Mil. Likes i gona fly to america and buy Aple vesion pro,Positive,0.8259057403,1
If this comment gets 1 million likes I’ll buy the Apple Vision Pro and make a video on it,Positive,0.8491351008,1
"If this comment gets 100 likes, I will buy the Apple Vision Pro.



Edit: ALL I ASKED FOR WAS 100!!!",Positive,0.570628047,1
"If this comment gets 10K Likes I will buy someone in the comment section a Apple Vision Pro. 

_yes I know that’s not gonna happen_",Positive,0.7622535825,1
If this comment gets 4K likes I would buy the Apple Vision Pro 😊,Positive,0.6280953288,1
"If this comment gets me donated $3.5k, I will buy the Apple Vision Pro.",Positive,0.8476427197,1
"If this gets 300 likes i will buy Apple Vision
(Don't like the comment)",Neutral,0.9080914259,0
"if you want to dive the 3d scene i highly. recommend Bombaroom game for Apple vision pro, litteraly fun🤩 (btw its also very fun to play on iOS)",Positive,0.9791959524,1
"I'll mirror other commentors and say that this is the one of the best reviews of the Vision Pro.  Also, Pokemon would be a legit killer app for it.",Neutral,0.4985909462,0
"I'll throw my Apple Vision pro, if this comment gets 100 likes.",Neutral,0.9836190343,0
im gonna try to make an apple vision pro app tomorrow. Will probably leave an update on how developer-friendly this is…,Neutral,0.9766790867,0
Im literally watching this on an Apple Vision Pro,Neutral,0.9681899548,0
Im only half way through the video but calling this a headset isnt correct. This is an ar headset and the only reason it overlaps with the better value meta quest 3,Neutral,0.8610687256,0
"I'm sure it's a groundbreaking product, but my God, it makes the wearer look a total dork.",Negative,0.8312852383,-1
"I'm techy savy, but there are things that are just not worth... One thing is a smartphone, an all day, all capable device, that is ""handy"" , pun intended, and adds a lot of value to your life. Since we've plateaued on this technology, companies are trying to get the 2007 launch of smartphone by steve jobs kinda moment, like samsung, that is making those foldable screens but it doesnt solve any problems nor is it a flat screened phone killer and nobody REALLY asked for this. The same with this apple VR Headset, is it cool? Yes, is it pratical? not so much. I think that there are a lot of things that could be better on VR, but I'm willing to bet, its more on the professional side, such as engineers and ppl who really need more monitors than its phyiscally possible. Plus the good thing about technology is that IT HELPS OUR LIVES, I love my phone because of that, but at the end of the day, if I dont want to be bother by it, it just needs to be put on my pocket and on silence mode. That VR is huge, and even if it was able to hold a days worth of battery, its not something that I personally would carry. I dont quite belive that in the future people will be using it on the streets or in public, because other ppl will feel bothered by the amount of cameras that that thing can hold. But thats just my opinion.",Negative,0.5250908136,-1
"imagine a hand implant where when you touch the screen inside apple vision, you feel the screen smoothness and you feel that you are touching something

it sends electrical signal to the nerves tricking it into thinking it has touched something",Neutral,0.8458625078,0
IMAGINE APPLE VISION COLLABORATION WITH POKEMON GO!!!🤯,Positive,0.6013744473,1
Imagine creating fruit ninja for Apple vision pro,Neutral,0.9440407157,0
Imagine few years down the line when brain chips are becoming common ( like neuralink ) and then you just need to think of something to give commands. Couple that with say 5th or 6th generation of vision pro and boom that's as futuristic as we can think of now!,Positive,0.7864158154,1
Imagine playing a similar game like sword art online damn getting excited hopefully we will be seeing some game that actually compliment the vision pro's features and its all the sensors .. 😌😎,Positive,0.7818105221,1
Imagine sitting in a bench in a park sunddenly a thief takes this 3500$ apple vision pro,Neutral,0.9536675811,0
"Imagine someone's comment in the future saying, ""Watching this on Apple Vision Pro Max Ultra 7G""😂",Neutral,0.9235013723,0
Imagine watching a Apple Vision Pro review on a Apple Vision Pro,Neutral,0.9417551756,0
"In Canada, The Apple Vision Pro is $5000. Thats so much money!",Neutral,0.932706058,0
iPad Pro 9.7 Reviews: Apple's Finest Beaten By The iPad Air,Neutral,0.8551843166,0
"It can be a tool to be creative man! I really wanna try it out. Single parent of a disabled kid and really really want to be able to use it to “get out” when I get an opportunity such as when he is watching tv or sleeping. 

Or when I am DMing a DnD game I can use it to keep different stat blocks and trackers up",Positive,0.951753974,1
"It feels like all the downsides mentioned are entirely fixable through software. Id like to believe that apple is already working on getting more apps to in the vision pro atmosphere; and if not, jailbreaking would ensure it. As a pure andriod and windows user, i highly praise the vision pro and would instantly buy an android version.",Positive,0.8715145588,1
It gonna sold well but there will always be clueless internet kids out there who know nothing about VR/AR keep bashing it as if it is their enemy😂 and the key features that Vision Pro done right is just a simple marketing compared to other headsets,Neutral,0.6794439554,0
it will replace tv and monitors.,Neutral,0.992834568,0
It would be amazing for quality control following/monitoring/execution in manufacturing processes and mechanic repair like in the military on the F-35 or any other craft/vehicle.,Positive,0.8812752366,1
It’ll be cool in future vision pros that instead of hand gestures you can use your mind and the headset can sense your brain waves 🌊,Positive,0.7202063203,1
"It’s best for media consumption. Movies and tv shows are insanely good on the Vision Pro. The ease of use goes with that. However, it does need the killer apps to truly sell it further. I do agree with you on it being for developers or hardcore enthusiasts. It not for the average user of iOS or Mac let alone vr os.",Positive,0.7067762017,1
It’s called the vision PRO for a reason. There will be a cheaper less good “Apple vision” later on. That’ll be the one for actual consumers,Positive,0.5828974843,1
It’s heavy and annoying. I got to try it for free because I have the Apple credit card. But I wouldn’t use this nonsense,Negative,0.9141167402,-1
"It’s official: Apple announces AR device due to next year. Apple Vision Pro starts at US$3,499",Neutral,0.9838549495,0
It's field of view is the worst thing about it and the only thing clear is the spot your eyes are focused on in the center of your vision,Neutral,0.6339392662,0
"Its for developer preview and early adopters. Doing the things other products can't do well. We knew this would be ""for developers""",Neutral,0.8815031648,0
"It's interesting to see this is pretty much what I thought the headset would be. Was working with Meta in AR for the past 4 years and I sort of quit because I don't find the technology to be there yet. It definitely will be, maybe much sooner than I would have initially thought... But too held back by the lackluster power of the average user's phone etc (this headset being the exception with less absurd restrictions like 4mb for an AR filter lol)",Positive,0.8129199743,1
"It's made for developers so when Apple releases their Apple Glasses, it will have tons of apps and experiences curated for an AR headset. It's only being sold in limited capacity because it is not trying to compete with other VR headsets like the Meta Quest 3.",Neutral,0.7386417389,0
"It's only going to be a matter of time before they make an apple vision
Not a pro, just vision. So that people buy that product because they already priced vision pro at a higher price, everyone is going to think the ""vision"" is a good deal.",Neutral,0.8668035269,0
Its wrongly categorised as VR. It obviously is trying to be AR,Neutral,0.5807189345,0
I've been coding as a hobby for ages. The vision pro definitely made me want to develop for it while it's still young and has few apps. I thought the same as you for that reason.,Positive,0.9198533297,1
I've been eagerly waiting for this since the Vision Pro released! ❤,Positive,0.9362198114,1
"I've been using VR headsets since 2016 or so. The Apple Vision Pro is AMAZING on every possible technical level.

Yet, I can think of zero reason to use it over a Quest 3. And I absolutely despise Facebook.

It'll be interesting to see what the next version of this product will look like.",Positive,0.9933668971,1
Ive said this since they announced it that this version is to test the market to see how much they could charge and see how much people are willing to pay. Also to test what they dont know like what killer apps do people really want from this product. What you have to understand is Apple is about 2 to 3 versions ahead of what is on shelves so they AVP they have hidden from us is probably much much better and when they release it they want it to be the best it can be. I think this has been there beta testing.,Neutral,0.6220391393,0
I've waited so long for this guys to review Apple Vision Pro❤😂,Neutral,0.5839289427,0
"I've watched quite a few reviews of this thing. Observed the opinions of lots of people. But didn't quite give a F. This is the review I've been waiting for. Thanks Arun, I was afraid you were not gonna cover the Vision Pro.",Neutral,0.9849330783,0
"Just answer one question please: what is it that quest 3 can't do, but avp can do?",Neutral,0.910884738,0
"Like always, Apple is late to the party. This wouldve made sense 2 years ago when the focus was on the Metaverse. However, seeing how that didnt pan out so well, again, the industry moved on to A.I and NOW is when Apple felt it was the best time to put out a $3,500 headset.",Negative,0.6099775434,-1
"Mac mini and Apple Silicon M1 review: Not so crazy after all - The M1 is amazingly fast. More importantly, it's a compatibility slam dunk.",Neutral,0.9099075794,0
"macbook, 15 pro max and the vision pro are the times apple actually tries",Neutral,0.8972558379,0
"Make it smaller and they could probably change the glasses industry, Can you imagine being able to adjust the strength of the frame to suit you? Or when driving, to be able to see the path of your destination right in front of you?",Positive,0.9512175918,1
man what took you so long?? Finally a video abt the apple vision pro!!!!,Neutral,0.92329216,0
"Maybe the first gen product is not made for everyone!

Maybe in the future, there will be a baseline model, like Apple Vision, or Apple Vision Air, or even Apple Vision Mini...",Neutral,0.9839769602,0
Meta Hopes Apple Vision Pro Will 'Reinvigorate' Headset Space,Positive,0.5842128396,1
Meta’s plans to beat Apple’s Vision Pro include cheaper headsets and no controllers,Negative,0.9743903279,-1
Meta’s Reality Labs loses record $4.65 billion ahead of Apple’s Vision Pro launch,Neutral,0.9900344014,0
Minority report really made an impact. When new iPhone comes out & films in vision pro format it can flex. If everyone is consuming media in 3d? You will need iPhone to create content.,Positive,0.687466085,1
"MIT PhD Student Hacks Apple Vision Pro Days After Release, Reveals Potential Jailbreaks And Malware Threats",Neutral,0.9755110741,0
More than half of Fortune 100 companies have bought Vision Pro units according to Apple. So it's sold at least 50 then,Neutral,0.9230219126,0
Most of the complaints are software let’s see what happens on vision os 2.0,Neutral,0.9713776708,0
"Mrwhostheboss: I like the apple vision pro😊
Samsung makes something similar: ""it's a failure and is on the most failed tech list""",Positive,0.9893145561,1
My eyes involuntarily wobble 24/7 (it’s called Nystagmus). I wonder if I’ll be able to use this at some point. Eye/ pupil recognition has never worked on tech for me,Negative,0.7123234272,-1
My guy had to wait one month to upload an apple vision pro video knowing the views will come🍷🗿,Neutral,0.9614933133,0
My man chillin on the subway with the Apple Pro Vision. You are a savage. Ahahaha,Negative,0.8371647596,-1
